-14	-7	-7	-7	-7	-7	227295	-8	-6	-7	-7	-7	-7	-7	-8	-6	-7	-7	-7	323045	-10230314	-8	-543475	-859548	-830150	-795758	-885077	-960220	-8	341796	201590	-1428707	-253306	-273517	-163024	-8	-136155	-8636910	-216001	-38168822	-147552409	-589272544	-8	-2360583136	-9441307392	-37763978783	-151051628824	-604205755191	-2416822200114	-8	-6	-7	2416822200128	604205755212	151051628852	37763978818	9441307434	2360583184	589272610	147552480	38168900	-12889708758330	-26613536	216086	333240	290800	297816	132160	48920	304728	34602280	214672	270640	265192	272824	351288	305664	12889682335320	249784	-2930376	60624	242488	103264	307008	-9667288147616	250032	312280	61112	242544	103264	307064	-2416821926104	-604205501544	-151050199840	-37763561728	-9440965472	-2360330680	201488	-593236024	250064	365096	338112	116552	239280	273216	-151409936	291480	280800	270008	322064	307000	-48175720	-38168288	131056	153619856	-1108416	112736	1573120	-153497728	159856192	-1928128	55744	114336	-6126016	108544	-320704	-2962560
-7	-14	-7	-7	-7	-7	231647	-8	-7	-6	-7	-7	-7	-7	-8	-7	-6	-7	-7	328892	-10434180	-8	-554441	-876793	-846740	-811314	-903008	-979617	-8	348226	206131	-1457705	-258508	-278897	-166188	-8	-138581	-8808900	-220431	-38929186	-150491993	-601012241	-8	-2407613002	-9629405960	-38516347793	-154061017862	-616243295761	-2464972346254	-8	-7	-6	2464972346268	616243295782	154061017890	38516347828	9629406002	2407613050	601012306	150492066	38929264	-13146509346220	-27143756	220516	339880	296624	304048	134624	49888	310568	35291200	218968	276144	270632	278400	358328	311920	13146482396376	254632	-2988344	61936	247088	105160	312832	-9859888719504	254928	318440	62352	247144	105160	312880	-2464972066848	-616243036896	-154059559888	-38515922312	-9629057096	-2407355960	206048	-605054936	254560	372560	344792	119152	243952	278408	-154426296	297752	286368	275160	328848	312848	-49135096	-38928648	133600	156679856	-1130752	115264	1604704	-156555328	163040224	-1966304	57120	116864	-6248704	110528	-327616	-3021120
-7	-7	-14	-7	-7	-7	237101	-8	-7	-7	-6	-7	-7	-7	-8	-7	-7	-6	-7	337008	-10681520	-8	-567730	-897955	-867120	-830878	-924631	-1003129	-8	356642	211006	-1492426	-264697	-285598	-170183	-8	-141821	-9021326	-225745	-39866294	-154115390	-615482313	-8	-2465578152	-9861241564	-39443659541	-157770160710	-631079848581	-2524318537434	-8	-7	-7	2524318537450	631079848602	157770160738	39443659576	9861241606	2465578200	615482378	154115462	39866374	-13463022128880	-27798328	225830	348176	303896	311336	137792	51032	318064	36142256	224272	282880	277088	285224	366920	319472	13462994529056	260912	-3059648	63240	253248	107600	320408	-10097273468232	261232	326384	63696	253296	107600	320464	-2524318251320	-631079583520	-157768668000	-39443223840	-9860884360	-2465314832	210928	-619621584	260816	381624	352928	121960	249896	285184	-158143232	304792	293456	281944	336600	320400	-50321336	-39865744	136880	160451360	-1158016	118144	1643360	-160323872	166965760	-2014240	58240	119712	-6399296	113280	-335296	-3094272
-7	-7	-7	-14	-7	-7	236034	-8	-7	-7	-7	-6	-7	-7	-8	-7	-7	-7	-6	335278	-10623374	-8	-564195	-892382	-861783	-825731	-918998	-997059	-8	354656	209472	-1483439	-262970	-283959	-169190	-8	-141201	-8965411	-224464	-39622311	-153170090	-611707985	-8	-2450459870	-9800774770	-39201800017	-156802749564	-627210209135	-2508839984619	-8	-7	-7	2508839984634	627210209158	156802749592	39201800052	9800774812	2450459918	611708050	153170162	39622390	-13380469908980	-27626338	224550	345928	301888	309336	136984	50816	316400	35918192	222952	281032	275408	283344	364600	317416	13380442480120	259208	-3042288	62976	251568	107080	318728	-10035359260936	259528	324152	63416	251624	107080	318784	-2508839700128	-627209945840	-156801265840	-39201366856	-9800419680	-2450198168	209416	-615823216	259592	379136	351008	121104	248464	283728	-157175552	302904	291392	280336	334728	318624	-50009168	-39621816	136128	159469584	-1150944	116960	1633888	-159342816	165944896	-2001568	58112	118720	-6361920	112448	-333184	-3075840
-7	-7	-7	-7	-14	-7	232086	-8	-7	-7	-7	-7	-6	-7	-8	-7	-7	-7	-7	330274	-10456360	-8	-555655	-878852	-848795	-813397	-905198	-981863	-8	349152	206426	-1460696	-259462	-279291	-166608	-8	-139109	-8832724	-221218	-39032433	-150891982	-602608491	-8	-2414007158	-9654979672	-38618639561	-154470175966	-617879925282	-2471518863167	-8	-7	-7	2471518863182	617879925304	154470175996	38618639596	9654979714	2414007206	602608556	150892054	39032512	-13181424076310	-27217734	221304	340728	297472	304688	134856	49928	311544	35386640	219744	276848	271320	279160	359256	312568	13181397053152	255464	-2996072	61912	247976	105384	313928	-9886074785496	255792	319496	62416	248032	105384	313984	-2471518583384	-617879665488	-154468714992	-38618213056	-9654629832	-2413749240	206328	-606662072	255448	373496	345536	119536	244784	279184	-154835960	298592	287136	275944	329480	313736	-49267000	-39031928	133936	157095792	-1132864	115648	1607840	-156971072	163470624	-1971200	56992	117248	-6261952	110784	-328128	-3028224
-7	-7	-7	-7	-7	-14	226072	-8	-7	-7	-7	-7	-7	-6	-8	-7	-7	-7	-7	321465	-10178567	-8	-540762	-855193	-826008	-791474	-880771	-955522	-8	340000	200677	-1421602	-252115	-271975	-162050	-8	-135451	-8593664	-215285	-37977633	-146813600	-586321861	-8	-2348763920	-9394035290	-37574896353	-150295320421	-601180525144	-2404721284571	-8	-7	-7	2404721284586	601180525166	150295320450	37574896390	9394035332	2348763968	586321926	146813672	37977712	-12825170590682	-26481240	215372	331688	289520	296496	131376	48672	303272	34428880	213584	269176	263816	271424	349544	304032	12825144298848	248368	-2915360	60192	241144	102552	305584	-9618884489344	248688	310816	60704	241200	102552	305640	-2404721012104	-601180272704	-150293898552	-37574481296	-9393694984	-2348513024	200584	-590265544	248680	363288	336360	115984	238208	271688	-150651792	290336	279288	268840	320704	305552	-47934576	-37977120	130416	152850576	-1102752	112224	1565152	-152729184	159055328	-1918336	55584	113792	-6095104	107776	-318912	-2947648
227295	231647	237101	236034	232086	226072	-6939271624	245128	200972	209854	215138	192289	184653	180001	222222	196167	199310	209799	202102	-9865603644	312620219679	228471	16610264014	26272424079	25372915006	24314045821	27054440414	29350262982	229653	-10440886531	-6167107666	43666608703	7746766176	8360865331	4980514831	228561	4154930236	264005403012	6606781094	1166667209867	4510114135080	18011795210733	229467	72153959071779	288584494247756	1154299742289757	4617067963830974	18468248609807376	73872969354302328	229822	192679	192808	-73872969354721476	-18468248610419644	-4617067964639012	-1154299743300670	-288584495468322	-72153960454006	-18011797086176	-4510116204366	-1166669468174	393988875167699562	813508588078	-6609231830	-10184046152	-8888744952	-9104990952	-4038583896	-1496356912	-9311048104	-1057688948072	-6562671408	-8275533032	-8108966392	-8344098112	-10735498576	-9346918888	-393988067473624736	-7633771008	89538702896	-1851782512	-7410389680	-3154196608	-9380620328	295491857473015456	-7642892088	-9546122800	-1864589656	-7411964320	-3154197088	-9382163424	73872960978535368	18468240853009504	4617024289182000	1154286993470088	288574041285056	72146250246648	-6164628128	18132931055584	-7637795784	-11162804368	-10329145216	-3565658896	-7314632256	-8346597904	4627990856192	-8914069272	-8584148080	-8248072768	-9847630272	-9380560096	1472600566712	1166651917216	-4005243632	-4695530901216	33886789472	-3450263424	-48097300032	4691796907744	-4886178130496	58941601376	-1707818464	-3499076416	187293783552	-3316162624	9810946112	90561457088
-8	-8	-8	-8	-8	-8	245128	-14	-6	-6	-6	-6	-6	-6	-7	-7	-7	-7	-7	348455	-11053742	-7	-587258	-928865	-897227	-859109	-956540	-1037893	-7	368736	218449	-1543866	-273961	-295592	-176121	-7	-147039	-9336080	-234123	-41255940	-159488965	-636941484	-7	-2551543072	-10205064102	-40818904022	-163270984301	-653083115180	-2612331573867	-8	-7	-7	2612331573882	653083115202	163270984330	40818904058	10205064146	2551543120	636941548	159489036	41256018	-13932424637754	-28769468	234208	360320	314576	322248	142904	52992	329192	37403016	231960	292400	286808	294840	379640	330416	13932396073752	269808	-3165400	65424	262040	111264	331624	-10449325590208	270152	337496	65832	262096	111264	331680	-2612331277744	-653082840856	-163269440176	-40818453104	-10204694544	-2551271048	218368	-641224496	269744	394400	365032	126224	258872	294616	-163656328	315312	303248	291872	348512	331760	-52075120	-41255408	141728	166044128	-1198688	122144	1700896	-165912000	172786368	-2084128	60672	123680	-6624192	116800	-346880	-3202624
-6	-7	-7	-7	-7	-7	200972	-6	-12	-5	-5	-5	-5	-5	-7	-5	-6	-6	-6	285870	-9064422	-7	-481903	-761782	-736120	-704497	-784886	-851638	-7	302267	179572	-1267072	-224632	-242132	-144364	-7	-120539	-7657071	-192251	-33837217	-130809935	-522407871	-7	-2092730716	-8370013606	-33478944790	-133911977776	-535647237080	-2142588221852	-6	-6	-6	2142588221864	535647237098	133911977800	33478944820	8370013642	2092730758	522407926	130809996	33837284	-11427128634926	-23596238	192324	295840	258304	264864	117024	43440	269952	30676416	190280	239856	235184	241824	311800	270976	11427105207128	221080	-2596008	53576	214664	91096	271984	-8570352309288	221280	277024	53952	214712	91096	272032	-2142587979272	-535647012144	-133910710488	-33478574816	-8369710384	-2092507960	179496	-525920920	220672	323472	299504	103696	212064	241480	-134228504	259248	248480	239704	286384	271984	-42711504	-33836776	116256	136186368	-982720	100352	1394560	-136078272	141714048	-1708480	49984	101728	-5431424	95680	-284544	-2625792
-7	-6	-7	-7	-7	-7	209854	-6	-5	-12	-5	-5	-5	-5	-7	-6	-5	-6	-6	298766	-9451466	-7	-502328	-794808	-767316	-736325	-818159	-887322	-7	316507	185752	-1320206	-234414	-253292	-150540	-7	-125373	-7986209	-199085	-35289133	-136421757	-544820119	-7	-2182506201	-8729077036	-34915152718	-139656650078	-558625896878	-2234502827564	-7	-5	-6	2234502827576	558625896896	139656650102	34915152748	8729077072	2182506242	544820176	136421818	35289200	-11917339499904	-24606906	199158	307664	268432	274576	122368	45264	281512	31995720	198504	250632	245120	252760	324448	282928	11917315069024	231224	-2707648	55992	224432	95904	283720	-8938010707456	231552	288976	56352	224480	95904	283768	-2234502573848	-558625662184	-139655329616	-34914767432	-8728760912	-2182272040	185664	-548483104	231520	338168	312344	107520	221088	252976	-139985720	268936	260408	248936	296960	283776	-44546664	-35288664	120944	142029424	-1024768	104256	1454912	-141916320	147797312	-1784224	51040	105920	-5664960	101248	-296896	-2740096
