5697	3854	3444	4295	3463	4136	4351	2630	3481	3995	3673	2612	-48	2594	3023	2708	248	496	3044	4792	2688	5078	5262	4650	3018	-18	5109	4566	5329	4848	-186	-3210	-8161	-11172	-8624	-8357	-8526	-8261	-8368	-9487	-8427	-8558	-8509	-9022	-8506	-11449	-32150	-96560	-301375	-890083	-2670416	-8010878	-8010825	-8011004	-8011038	-2670129	-889992	-287343	-94092	-29949	-141	-45894	-39069	-10863	-855	-36	-234	-387	-72	-405
7320	4490	5009	5086	5012	5072	5199	3619	4994	5267	5910	3637	347	3639	4083	3434	903	765	3657	6749	4337	6685	6392	5811	3581	450	6023	5607	6224	5811	-166	-3523	-9181	-12406	-8357	-9364	-8352	-9256	-9374	-9210	-8444	-9710	-9684	-10082	-9660	-13071	-36319	-109759	-343170	-1012448	-3037091	-9111317	-9111228	-9111424	-9111456	-3037449	-1012284	-326067	-106443	-34197	-6	-54573	-46602	-12987	-1035	153	432	423	99	243
5708	3771	3413	4202	3412	4245	4302	2643	3440	4003	3626	2613	-113	2619	3014	2639	239	502	2975	4691	2698	5078	5176	4690	2939	-79	5140	4651	5354	4843	-186	-3152	-8110	-11105	-8526	-8352	-8552	-8234	-8338	-9331	-8391	-8428	-8376	-8880	-8351	-11334	-31844	-95472	-298225	-880535	-2641813	-7925075	-7925010	-7925189	-7925229	-2641542	-880485	-284136	-93063	-29547	-84	-45795	-39087	-10881	-873	-126	-351	-306	-90	-459
7356	4505	5021	5125	5024	5070	5231	3625	5006	5284	5947	3648	362	3640	4104	3476	924	774	3681	6780	4339	6685	6413	5819	3610	467	6024	5614	6206	5824	-158	-3512	-9086	-12317	-8261	-9256	-8234	-9168	-9278	-9128	-8337	-9632	-9608	-9988	-9598	-12985	-36076	-109055	-340870	-1005770	-3017008	-9051080	-9050988	-9051179	-9051207	-3017400	-1005555	-323940	-105729	-33990	-21	-54084	-46161	-12834	-1008	153	423	378	72	162
7354	4522	5047	5132	5053	5071	5235	3624	5033	5303	5974	3647	366	3641	4113	3474	913	765	3693	6817	4366	6712	6427	5836	3620	459	6040	5619	6235	5837	-164	-3541	-9195	-12436	-8368	-9374	-8338	-9278	-9404	-9230	-8449	-9743	-9727	-10121	-9713	-13116	-36423	-110135	-344280	-1015771	-3047024	-9141144	-9141054	-9141250	-9141276	-3047418	-1015593	-327159	-106782	-34338	-15	-54678	-46665	-12996	-1026	162	459	405	99	243
6776	4483	4079	5031	4103	4784	5218	3271	4127	4581	4516	3250	110	3214	3728	3241	501	756	3590	5773	3280	6119	6365	5377	3574	294	5990	5314	6211	5648	-196	-3691	-9146	-12534	-9487	-9210	-9331	-9128	-9230	-10646	-9201	-9662	-9602	-10166	-9618	-12988	-36550	-109952	-342685	-1012586	-3037916	-9113266	-9113203	-9113400	-9113433	-3037563	-1012371	-327117	-107070	-34176	-192	-51282	-43362	-12078	-918	108	-144	-378	-45	-513
5691	3771	3573	4202	3582	4144	4212	2618	3590	4104	3829	2612	-52	2606	3017	2647	284	394	2983	4900	2815	5088	5120	4689	2937	-92	5021	4560	5238	4797	-186	-3152	-8201	-11151	-8427	-8444	-8391	-8337	-8449	-9201	-8354	-8566	-8522	-9019	-8508	-11432	-31984	-96140	-300427	-886809	-2660522	-7981326	-7981267	-7981446	-7981482	-2660376	-886764	-286011	-93606	-29811	-108	-46695	-39942	-11079	-873	-27	-153	-207	-54	-162
8071	4904	5663	5551	5678	5323	5854	4247	5654	5595	6914	4275	719	4242	4724	3800	1314	1119	4011	7738	4987	7592	7327	6178	3937	1066	6546	5930	6750	6247	-176	-3830	-9827	-13031	-8558	-9710	-8428	-9632	-9743	-9662	-8566	-10496	-10453	-10885	-10463	-14070	-39126	-118679	-370469	-1093543	-3280337	-9841044	-9840965	-9841163	-9841200	-3280695	-1093344	-352527	-115062	-37209	-69	-57813	-48897	-13815	-1089	522	909	702	351	594
8105	4921	5689	5582	5707	5349	5881	4246	5681	5637	6966	4274	723	4243	4745	3834	1315	1122	4035	7775	5020	7611	7337	6213	3965	1058	6566	5965	6767	6272	-170	-3823	-9780	-13006	-8509	-9684	-8376	-9608	-9727	-9602	-8522	-10453	-10426	-10844	-10434	-14039	-39020	-118382	-369529	-1090758	-3271950	-9815914	-9815831	-9816031	-9816060	-3272355	-1090548	-351615	-114744	-37119	-63	-57687	-48789	-13761	-1071	495	909	693	342	567
7985	4915	5710	5466	5731	5244	5814	4303	5707	5531	6894	4330	742	4297	4714	3608	1260	1071	3954	7824	4970	7691	7412	6092	3881	1107	6611	5819	6847	6162	-208	-3943	-10303	-13421	-9022	-10082	-8880	-9988	-10121	-10166	-9019	-10885	-10844	-11438	-10854	-14527	-40448	-122811	-383425	-1131585	-3394684	-10184093	-10184034	-10184234	-10184274	-3394851	-1131657	-364920	-119175	-38484	-78	-59559	-50301	-14211	-981	765	1161	954	630	1323
8117	4935	5700	5604	5718	5331	5898	4252	5692	5639	6987	4285	738	4244	4757	3850	1327	1122	4050	7806	5017	7616	7361	6207	3983	1075	6566	5952	6755	6273	-170	-3834	-9778	-13001	-8506	-9660	-8351	-9598	-9713	-9618	-8508	-10463	-10434	-10854	-10458	-14047	-39044	-118494	-369799	-1091638	-3274571	-9823782	-9823699	-9823895	-9823923	-3274980	-1091409	-351936	-114843	-37170	-78	-57597	-48681	-13725	-1053	522	927	675	342	567
12075	7086	8103	8154	8115	7952	8698	6288	8097	8173	10053	6306	996	6276	7023	5778	1938	1815	5937	11116	7267	11029	10704	9172	5863	1571	9713	8938	9927	9258	-188	-5309	-13163	-17984	-11449	-13071	-11334	-12985	-13116	-12988	-11432	-14070	-14039	-14527	-14047	-19358	-53994	-163490	-510206	-1506177	-4517932	-13553877	-13553726	-13553999	-13554027	-4518672	-1505661	-485442	-158337	-51102	-54	-79515	-67275	-18765	-1449	414	927	747	324	-27
33774	19800	22399	22765	22427	22245	24410	17658	22401	22630	27766	17682	2734	17601	19648	16127	5349	5196	16607	30835	20115	30824	30070	25595	16423	4455	27317	25034	27910	25916	-534	-14868	-36655	-50197	-32150	-36319	-31844	-36076	-36423	-36550	-31984	-39126	-39020	-40448	-39044	-53994	-150886	-456613	-1424646	-4206113	-12616851	-37850599	-37850178	-37850936	-37851021	-12618675	-4204692	-1355934	-442356	-142620	-162	-220926	-186714	-52074	-3978	1143	2412	1953	936	-297
102064	59804	68358	68664	68470	66840	73710	53720	68348	68441	84969	53840	8767	53558	59679	48589	16593	15781	50127	94128	61468	93665	91154	77117	49556	14098	82370	75239	84176	78023	-1632	-44960	-111145	-151511	-96560	-109759	-95472	-109055	-110135	-109952	-96140	-118679	-118382	-122811	-118494	-163490	-456613	-1382942	-4314679	-12738236	-38210201	-114631044	-114629810	-114632088	-114632334	-38215818	-12734256	-4106496	-1339548	-432276	-516	-669180	-565182	-157770	-11844	4230	8469	6831	3465	918
317870	186229	213287	213675	213611	208377	229151	167202	213208	213593	264851	167596	27080	166780	185645	151099	51450	48754	156009	293328	191780	291731	283483	240450	154150	43376	256514	234454	262236	243032	-5140	-140054	-347192	-473014	-301375	-343170	-298225	-340870	-344280	-342685	-300427	-370469	-369529	-383425	-369799	-510206	-1424646	-4314679	-13463498	-39745936	-119223853	-357673227	-357669399	-357676511	-357677325	-119241534	-39733983	-12811947	-4179273	-1348428	-1410	-2092269	-1768131	-493533	-37125	13086	26586	21852	10944	3915
939097	550299	629364	631634	630340	615560	677563	493878	629196	630527	781717	495005	80045	492527	548579	446822	152100	144469	461104	865962	565839	861600	837884	710192	455708	128477	757898	692707	774694	718155	-15116	-413786	-1024493	-1396382	-890083	-1012448	-880535	-1005770	-1015771	-1012586	-886809	-1093543	-1090758	-1131585	-1091638	-1506177	-4206113	-12738236	-39745936	-117338214	-351973235	-1055924092	-1055912748	-1055933750	-1055936112	-352025223	-117302100	-37824909	-12338640	-3981195	-4422	-6171687	-5214528	-1455615	-109629	38349	77670	63288	31725	9180
2816112	1650363	1887395	1894081	1890325	1845961	2031962	1481247	1886904	1890681	2344110	1484598	240053	1477179	1645097	1339627	456018	433281	1382707	2596937	1696827	2584077	2512988	2129638	1366517	385416	2273077	2077228	2323534	2153587	-45408	-1241178	-3073412	-4188551	-2670416	-3037091	-2641813	-3017008	-3047024	-3037916	-2660522	-3280337	-3271950	-3394684	-3274571	-4517932	-12616851	-38210201	-119223853	-351973235	-1055796088	-3167401243	-3167367265	-3167430256	-3167437371	-1055951454	-351865425	-113461719	-37011903	-11942130	-13245	-18512067	-15640848	-4366251	-328689	115398	233271	190215	95607	28647
8448602	4951112	5662605	5682293	5671393	5537943	6095932	4443904	5661110	5672337	7032935	4453978	720295	4431721	4935500	4018954	1368216	1299811	4148169	7791313	5090853	7752488	7539038	6389092	4099585	1156334	6819281	6231778	6970629	6460829	-136210	-3723498	-9220289	-12565617	-8010878	-9111317	-7925075	-9051080	-9141144	-9113266	-7981326	-9841044	-9815914	-10184093	-9823782	-13553877	-37850599	-114631044	-357673227	-1055924092	-3167401243	-9502242960	-9502141014	-9502329985	-9502351314	-3167867667	-1055600739	-340386291	-111035976	-35826600	-39732	-55537464	-46923750	-13099014	-986022	346293	700092	570933	286965	86373
8448396	4951020	5662504	5682162	5671295	5537794	6095794	4443822	5661011	5672199	7032796	4453898	720296	4431639	4935388	4018836	1368183	1299782	4148074	7791176	5090755	7752347	7538905	6388930	4099489	1156335	6819138	6231606	6970496	6460673	-136216	-3723451	-9220226	-12565460	-8010825	-9111228	-7925010	-9050988	-9141054	-9113203	-7981267	-9840965	-9815831	-10184034	-9823699	-13553726	-37850178	-114629810	-357669399	-1055912748	-3167367265	-9502141014	-9502039080	-9502228047	-9502249380	-3167833629	-1055589453	-340382655	-111034806	-35826222	-39732	-55536846	-46923210	-13098888	-986004	346347	700155	570978	287019	86535
8448564	4951118	5662603	5682279	5671395	5537912	6095914	4443897	5661110	5672316	7032913	4453971	720299	4431714	4935485	4018926	1368201	1299799	4148162	7791315	5090845	7752490	7539043	6389068	4099575	1156337	6819271	6231742	6970636	6460813	-136218	-3723527	-9220406	-12565725	-8011004	-9111424	-7925189	-9051179	-9141250	-9113400	-7981446	-9841163	-9816031	-10184234	-9823895	-13553999	-37850936	-114632088	-357676511	-1055933750	-3167430256	-9502329985	-9502228047	-9502417022	-9502438353	-3167896638	-1055610438	-340389420	-111037011	-35826933	-39735	-55537980	-46924182	-13099158	-986040	346329	700137	570960	287001	86481
2816174	1650367	1887529	1894082	1890459	1845962	2031961	1481297	1887031	1890761	2344294	1484655	240099	1477236	1645153	1339631	456065	433266	1382713	2597095	1696944	2584157	2513008	2129679	1366516	385447	2273083	2077236	2323540	2153595	-45408	-1241176	-3073483	-4188582	-2670346	-3037152	-2641743	-3017069	-3047092	-3037811	-2660494	-3280400	-3272020	-3394758	-3274641	-4518009	-12617007	-38210778	-119225775	-351978704	-1055812457	-3167450438	-3167416460	-3167479451	-3167486564	-1055967907	-351870941	-113463391	-37012424	-11942336	-13243	-18512718	-15641445	-4366410	-328686	115449	233385	190329	95673	28845
939165	550303	629450	631635	630424	615593	677591	493937	629277	630575	781838	495061	80073	492588	548635	446824	152133	144486	461108	866056	565922	861678	837921	710232	455707	128512	757939	692744	774736	718177	-15116	-413784	-1024536	-1396399	-890043	-1012483	-880514	-1005800	-1015806	-1012521	-886792	-1093565	-1090785	-1131617	-1091660	-1506224	-4206225	-12738606	-39747178	-117341741	-351983818	-1055955889	-1055944543	-1055965546	-1055967907	-352035850	-117305676	-37826000	-12338993	-3981321	-4414	-6172066	-5214867	-1455714	-109626	38370	77724	63372	31779	9288
