13	-17	-19	31	-20	5	5	1	-18	24	24	-20	-13	6	7	-18	33	-15	-16	6	-16	-20	-20	24	-15	28	0	2	-26	29	30	-17	-18	-13	2	6	-24	32	32	-24	-4	10	10	-20	35	-20	-20	13	10	31	-15	27	0	1	1	-15	3	19	19	-35	-7	-8	-7	4	-4	24	24	-35	-2	-9	-8	5	16	-29	-28	-15	-3	-14	-1	29	9	-12	-2	-12	-28	14	16	0	-9	-7	-5	2	21	1	-1	7	-6	-4	-3	-4	23	-4	-5	9	2	-2	-3	28	-2	2	2	-15
5	-5	-5	7	-6	4	2	-2	-5	3	1	-1	-4	2	3	-4	9	-5	-4	2	-4	-1	-3	2	-4	5	-4	2	-7	6	8	-3	-4	-4	-2	2	-5	5	7	-4	-8	6	9	-4	11	-4	-4	0	6	5	-4	7	0	4	2	-7	0	3	1	-6	-2	-2	-1	0	-1	5	3	-7	0	-4	-2	2	-1	-3	-1	-4	1	-3	1	5	6	-4	-2	-3	-5	0	2	1	-6	0	3	2	6	1	1	0	-4	0	2	0	5	0	0	2	7	0	-1	1	0	-2	-4	-1
-8	7	6	-1	3	-4	-4	0	5	6	5	-11	-2	-5	-3	5	-3	9	7	-5	4	-9	-9	3	6	1	1	-8	-3	-2	-1	7	8	2	-1	-10	-5	-3	-1	10	6	-16	-13	12	-5	9	7	-3	-6	7	-1	-1	-6	-3	-4	7	-3	6	5	-4	3	0	3	-3	1	3	2	-4	0	1	4	-2	9	-10	-7	6	-1	1	-3	3	-8	4	-1	-3	-4	3	6	3	6	-8	-6	4	0	3	1	-4	4	-10	-7	8	-1	6	3	-5	-13	8	5	6	2	0	1	-5
-10	8	9	-5	7	-6	-2	0	9	-1	4	-7	2	-4	-8	7	-10	8	8	-2	6	-4	0	-2	8	-3	7	-9	4	-6	-11	7	10	6	5	-11	2	-6	-12	10	9	-13	-22	12	-14	9	11	0	-8	1	4	-5	-4	-6	-1	9	-1	-1	4	2	3	4	-1	0	3	-4	1	2	0	6	-1	-5	5	-1	-8	6	-3	0	1	-1	-8	4	5	-2	3	3	-4	1	9	-4	-12	2	-7	1	3	-1	7	-6	-13	6	-8	3	6	-2	-16	4	9	5	4	2	5	-6
13	-17	-19	31	-18	4	4	0	-20	25	25	-19	-13	6	7	-18	33	-15	-16	6	-15	-20	-20	22	-16	29	0	4	-26	29	30	-17	-18	-15	2	6	-24	30	30	-20	-4	12	12	-24	35	-20	-20	13	11	30	-13	27	3	-1	-1	-15	0	21	21	-35	-7	-8	-7	4	-4	24	24	-35	-4	-9	-8	5	18	-29	-28	-15	-3	-12	-1	29	8	-14	-2	-12	-29	13	15	2	-8	-6	-4	0	21	1	-1	7	-6	-4	-3	-4	22	-2	-3	8	3	-4	-5	29	-2	2	2	-15
-47	56	67	-125	85	-8	-6	2	85	-114	-112	108	78	-20	-33	55	-130	31	42	-15	53	106	105	-82	53	-121	-1	24	121	-111	-121	31	55	62	-5	22	117	-111	-120	35	11	-5	-14	35	-146	47	56	-20	-46	-152	62	-111	22	3	8	50	22	-103	-98	156	16	28	12	-7	27	-108	-103	157	11	31	14	-12	-95	137	120	38	-3	52	20	-118	-15	52	8	76	126	-54	-71	-31	20	52	35	-31	-95	-20	-3	-8	16	50	35	-25	-95	-16	0	-11	11	-16	0	-117	7	11	4	67
16	-20	-23	40	-26	4	4	0	-26	34	34	-30	-21	8	10	-21	42	-15	-18	7	-19	-30	-29	28	-19	38	1	-2	-36	38	39	-17	-21	-19	3	0	-34	39	39	-20	-4	9	9	-20	47	-24	-23	13	14	44	-19	35	-3	0	-1	-18	-3	30	29	-48	-6	-10	-7	4	-7	33	32	-48	-3	-11	-8	6	27	-41	-38	-16	-2	-17	-4	38	8	-17	-2	-20	-38	18	21	5	-8	-12	-9	5	29	2	-1	7	-6	-10	-8	1	30	-1	-3	8	0	-1	-3	38	-4	2	2	-21
19	-22	-27	46	-32	4	4	0	-32	40	40	-36	-27	9	15	-24	48	-14	-19	7	-22	-36	-35	31	-22	44	1	-5	-42	42	47	-17	-24	-23	3	-3	-40	43	47	-20	-4	7	11	-20	56	-23	-30	13	17	53	-23	41	-6	0	-1	-21	-6	36	35	-57	-6	-12	-5	5	-10	39	38	-57	-3	-13	-6	5	33	-49	-42	-16	1	-19	-10	44	8	-19	-2	-26	-44	19	26	8	-8	-17	-10	8	35	5	-4	7	-6	-15	-9	4	36	2	-6	8	0	2	-6	44	-7	-1	5	-24
-7	10	11	-22	11	-2	-4	2	11	-18	-20	18	9	-2	-1	13	-24	9	10	-4	10	16	14	-15	10	-20	-2	1	18	-19	-18	12	10	9	-4	1	16	-19	-16	13	0	-3	0	13	-20	13	13	-18	-8	-24	9	-20	0	0	-2	12	0	-16	-18	28	2	8	9	-6	1	-18	-20	29	0	9	11	-4	-16	25	27	10	7	10	1	-30	-4	10	-2	12	18	-8	-6	-1	2	8	10	-1	-10	-1	0	-12	0	8	11	1	-9	1	0	-14	7	1	0	-30	0	-10	-12	26
-22	22	25	-40	30	-5	-5	4	35	-33	-33	29	30	-9	-12	18	-46	13	16	-7	19	29	28	-19	24	-37	1	6	37	-34	-37	8	21	26	-3	8	33	-31	-32	10	6	-6	-8	11	-46	14	17	-8	-30	-49	21	-36	6	-2	-1	22	11	-30	-29	47	5	9	5	-8	10	-34	-33	51	1	14	10	-8	-27	39	35	16	-1	19	6	-42	-9	25	0	28	35	-10	-13	-12	8	15	11	-11	-27	-8	-3	-8	4	17	15	-8	-23	-6	-3	-15	1	-5	-1	-38	0	0	-3	32
