-33775	-17341	-67445	-13878	-80718	-65588	2557	-83226	12382	-2281	-40836	-69780	-53519	-62444	-53443	-45472	-72552	182	-36199	4916	-39048	-34259	-85406	-61983	-77944	-57290	-64441	-13702	-52220	-42407	-58502	-9747	-30378	-62763	-45328	-44756	-41169	-84635	-51798	-38437	-72553	-31273	-52702	-7550	-61293	-30934	18584	44	-37382	-39353	560	-61433	-57877	-79802	-57309	-52503	-19434	-73871	-100125	-77072	-33647	-38175	-59415	-27087	-37593	-56109	-5575	-39794	-5224	-48892	-69582	-49708	-51413	-11940	7808	18214	-49906	-51780	-5501	-67253	-94529	-16348	-7628	-37048	-2824	-31951	707	-37060	-57118	-56162	-49399	-19088	-91542	-356	-44564	-36213	-37845	-90907	2148	-3862	-36607	-64621	-38328	-95755	1225	-35038	-67078	-13249	-22037	-32283	-67433	-20772	8491	-6124	-16025	-54742	18286	-82547	-5989	-94589
-29692	-15082	-59129	-12202	-70880	-57604	2246	-73185	10749	-1985	-36009	-61156	-46973	-54882	-46751	-39901	-63813	261	-31864	4300	-34259	-30302	-74882	-54398	-68394	-50265	-56662	-11981	-46011	-37164	-51594	-8751	-26812	-55036	-39618	-39323	-36245	-74167	-45420	-33760	-63748	-27435	-46134	-6775	-53846	-26996	16172	-83	-32867	-34500	524	-53989	-50655	-70091	-50403	-46068	-17176	-64955	-87629	-67541	-29596	-33555	-52098	-23666	-32950	-49344	-5014	-34927	-4723	-42832	-61169	-43802	-45008	-10483	6747	15826	-43648	-45344	-4866	-59032	-82868	-14313	-6615	-32784	-2619	-28107	589	-32448	-50123	-49280	-43462	-16975	-80302	-275	-38935	-31677	-33238	-79730	1922	-3373	-32171	-56893	-33498	-83947	1070	-30703	-59055	-11585	-19282	-28451	-59180	-18110	7097	-5464	-14016	-47993	15887	-72331	-5474	-83068
-73904	-37963	-147660	-30327	-176625	-143539	5676	-182124	27120	-4916	-89097	-152747	-117110	-136663	-117127	-99506	-158637	461	-79124	10745	-85406	-74882	-187022	-135579	-170642	-125466	-140926	-29958	-114224	-92736	-127934	-21194	-66390	-137467	-99217	-98017	-90071	-185264	-113416	-84073	-158741	-68488	-115394	-16400	-134120	-67750	40735	172	-81740	-86039	1154	-134367	-126826	-174595	-125429	-114804	-42524	-161515	-219271	-168744	-73536	-83513	-130020	-59352	-82252	-122776	-12106	-87124	-11316	-107066	-152237	-108696	-112629	-26053	17190	39961	-109306	-113329	-12055	-147155	-206894	-35819	-16731	-80931	-6019	-69976	1555	-81177	-125016	-122994	-108060	-41736	-200368	-795	-97597	-79226	-82872	-198910	4666	-8443	-80124	-141318	-84073	-209563	2697	-76670	-146717	-28901	-48327	-70690	-147534	-45459	18816	-13359	-35063	-119762	40109	-180698	-12978	-206962
-53631	-27580	-107078	-22063	-128152	-104135	4016	-132111	19704	-3673	-64916	-110819	-84966	-99145	-84855	-72192	-115260	219	-57505	7814	-61983	-54398	-135579	-98486	-123764	-90935	-102365	-21744	-82888	-67379	-92863	-15473	-48240	-99623	-72015	-71027	-65369	-134384	-82241	-61053	-115223	-49663	-83679	-12003	-97339	-49135	29527	57	-59403	-62532	895	-97582	-91879	-126701	-90985	-83419	-30859	-117341	-158974	-122360	-53455	-60641	-94334	-43020	-59688	-89099	-8868	-63177	-8311	-77611	-110478	-78937	-81607	-18998	12393	28925	-79255	-82247	-8701	-106818	-150133	-25949	-12100	-58835	-4532	-50678	1133	-58838	-90670	-89134	-78420	-30240	-145348	-534	-70806	-57561	-60079	-144384	3412	-6150	-58094	-102611	-60794	-152046	1944	-55684	-106541	-21103	-34971	-51204	-107103	-33020	13485	-9713	-25464	-86976	29029	-131064	-9486	-150205
-67463	-34641	-134748	-27691	-161192	-130994	5156	-166194	24751	-4498	-81336	-139423	-106865	-124724	-106897	-90821	-144814	414	-72238	9800	-77944	-68394	-170642	-123764	-155762	-114496	-128649	-27313	-104257	-84636	-116770	-19365	-60617	-125436	-90530	-89443	-82220	-169069	-103497	-76715	-144911	-62514	-105282	-14998	-122424	-61819	37165	130	-74626	-78530	1030	-122654	-115733	-159324	-114491	-104799	-38819	-147410	-200082	-154008	-67128	-76239	-118647	-54158	-75053	-112093	-11068	-79488	-10349	-97687	-138963	-99237	-102758	-23785	15685	36447	-99750	-103421	-10996	-134299	-188813	-32708	-15260	-73886	-5511	-63854	1400	-74065	-114093	-112255	-98610	-38117	-182851	-712	-89079	-72292	-75662	-181541	4252	-7714	-73124	-128970	-76707	-191221	2458	-69987	-133935	-26386	-44099	-64500	-134648	-41461	17128	-12210	-32009	-109308	36581	-164890	-11857	-188894
-49570	-25441	-99055	-20322	-118487	-96273	3841	-122195	18179	-3251	-59663	-102469	-78586	-91670	-78623	-66736	-106373	381	-53035	7193	-57290	-50265	-125466	-90935	-114496	-84226	-94480	-20037	-76651	-62159	-85845	-14211	-44530	-92271	-66502	-65811	-60448	-124223	-76102	-56387	-106493	-45940	-77366	-11024	-89987	-45390	27347	108	-54788	-57658	724	-90135	-85135	-117102	-84153	-76955	-28566	-108273	-147097	-113201	-49270	-56020	-87185	-39820	-55159	-82419	-8124	-58452	-7543	-71845	-102115	-72911	-75576	-17442	11553	26814	-73312	-75965	-8121	-98726	-138770	-24036	-11234	-54280	-3969	-47024	1009	-54480	-83834	-82594	-72499	-28063	-134402	-521	-65462	-53092	-55626	-133384	3135	-5676	-53810	-94743	-56481	-140525	1809	-51410	-98422	-19295	-32472	-47480	-98941	-30439	12629	-8989	-23496	-80293	26897	-121200	-8689	-138821
-55816	-28606	-111350	-22952	-133292	-108310	4171	-137385	20392	-3854	-67641	-115202	-88276	-103118	-88113	-75137	-119938	211	-59897	8154	-64441	-56662	-140926	-102365	-128649	-94480	-106590	-22699	-86272	-70095	-96619	-16202	-50276	-103476	-74832	-73803	-67957	-139836	-85441	-63475	-119838	-51651	-87026	-12490	-101226	-51071	30565	6	-61820	-65079	1014	-101473	-95405	-131782	-94685	-86779	-32094	-122137	-165144	-127251	-55676	-63055	-98152	-44626	-62092	-92601	-9300	-65649	-8785	-80611	-114968	-82214	-84781	-19759	12809	29981	-82387	-85534	-9058	-110989	-155994	-27067	-12518	-61299	-4838	-52601	1185	-61103	-94360	-92627	-81587	-31534	-151118	-596	-73539	-59787	-62505	-150159	3508	-6354	-60316	-106813	-63066	-158098	1975	-57872	-110899	-21998	-36207	-53213	-111349	-34312	13822	-10123	-26502	-90435	30113	-136260	-10018	-156223
-11849	-6127	-23691	-4880	-28350	-23046	883	-29187	4335	-868	-14478	-24513	-18713	-21925	-18682	-16012	-25533	-29	-12781	1780	-13702	-11981	-29958	-21744	-27313	-20037	-22699	-4966	-18339	-14995	-20498	-3425	-10683	-21954	-16002	-15620	-14363	-29875	-18133	-13516	-25440	-10999	-18615	-2579	-21489	-10946	6479	42	-13149	-13938	295	-21536	-20239	-28038	-20112	-18481	-6736	-26064	-35114	-27096	-11879	-13355	-20993	-9458	-13244	-19570	-1967	-13953	-1915	-17132	-24444	-17476	-18059	-4222	2683	6396	-17587	-18260	-1903	-23531	-33160	-5784	-2648	-12990	-1113	-11040	305	-12981	-20092	-19621	-17346	-6606	-32134	-168	-15663	-12771	-13234	-32002	705	-1317	-12731	-22762	-13329	-33713	407	-12293	-23594	-4765	-7597	-11236	-23702	-7370	2980	-2089	-5672	-19255	6433	-29029	-2145	-33224
-45201	-23085	-90175	-18575	-108026	-87805	3463	-111528	16445	-3018	-54780	-93266	-71593	-83642	-71347	-60817	-97181	365	-48508	6583	-52220	-46011	-114224	-82888	-104257	-76651	-86272	-18339	-70072	-56698	-78530	-13206	-40756	-83961	-60512	-59935	-55159	-113150	-69266	-51478	-97097	-41835	-70451	-10198	-82030	-41259	24738	-22	-50033	-52622	812	-82221	-77321	-106828	-76769	-70179	-26095	-98974	-133734	-103015	-45049	-51086	-79490	-36134	-50260	-75111	-7555	-53285	-7104	-65371	-93165	-66649	-68733	-15958	10327	24248	-66649	-69175	-7404	-89959	-126384	-21818	-10124	-49800	-3926	-42792	940	-49532	-76395	-75127	-66214	-25717	-122434	-446	-59446	-48369	-50609	-121573	2898	-5141	-49012	-86655	-51156	-128060	1649	-46803	-89925	-17663	-29423	-43327	-90229	-27691	11065	-8238	-21381	-73165	24329	-110351	-8215	-126590
-36685	-18919	-73299	-15088	-87701	-71228	2739	-90316	13484	-2571	-44472	-75875	-58080	-67796	-58035	-49445	-78878	51	-39383	5398	-42407	-37164	-92736	-67379	-84636	-62159	-70095	-14995	-56698	-46224	-63443	-10570	-33023	-68095	-49349	-48516	-44615	-92108	-56217	-41792	-78817	-33981	-57341	-8154	-66597	-33674	20188	58	-40626	-42898	682	-66743	-62833	-86698	-62226	-57124	-21041	-80360	-108758	-83794	-36599	-41452	-64662	-29387	-40909	-60855	-6098	-43185	-5716	-53073	-75592	-54028	-55858	-13024	8448	19815	-54314	-56334	-5944	-73020	-102681	-17848	-8261	-40190	-3154	-34527	793	-40247	-62067	-60969	-53645	-20606	-99437	-412	-48499	-39424	-41096	-98861	2266	-4196	-39647	-70180	-41524	-104081	1275	-38115	-72924	-14508	-23788	-34918	-73292	-22657	9265	-6599	-17484	-59545	19893	-89737	-6484	-102778
-50630	-25814	-100910	-20844	-120975	-98412	3852	-125064	18419	-3367	-61536	-104360	-80239	-93774	-79783	-68043	-108933	462	-54372	7334	-58502	-51594	-127934	-92863	-116770	-85845	-96619	-20498	-78530	-63443	-88160	-14871	-45658	-94070	-67747	-67153	-61895	-126557	-77610	-57694	-108761	-46843	-78844	-11510	-91864	-46188	27676	-52	-56111	-58895	926	-92138	-86511	-119707	-85984	-78614	-29269	-110950	-149722	-115220	-50524	-57260	-88954	-40492	-56219	-84173	-8451	-59755	-8021	-73228	-104355	-74661	-76925	-17904	11514	27086	-74511	-77456	-8262	-100829	-141635	-24235	-11328	-55950	-4510	-48003	1095	-55442	-85524	-84019	-74217	-28842	-137131	-438	-66470	-54218	-56582	-136137	3347	-5743	-54965	-97257	-57205	-143451	1931	-52405	-100733	-19823	-33030	-48641	-101125	-30994	12250	-9246	-23883	-81946	27185	-123519	-9301	-141808
