-22	280	206	258	282	85	239	164	290	181	227	269	338	262	280	183	264	201	214	177	21	788	582	1785	5276	16384	49519	49461	49439	49426	49462	49474	49396	49495	49479	147071	441511	111	-4269	-27	798	441471	-78	237	1254	2394	157167	58038	25260	14709	9936	3960	312	420	-1116	2112	3576	6528	6660	3708	-8928	-29484
49462	-877766	-699242	-819217	-885403	-299509	-785523	-563677	-925504	-570162	-719040	-832635	-1078835	-855706	-910849	-569491	-829817	-636486	-671651	-562176	-60242	-2502883	-1808389	-5563928	-16456800	-51071103	-154463824	-154279179	-154207211	-154111618	-154223624	-154314994	-154069225	-154415939	-154245772	-458381068	-1376156932	-343347	13696011	84549	-2563497	-1376038596	260439	-754413	-3693657	-6651150	-486493170	-177525303	-75355026	-42448746	-27594780	-11374032	-833028	-1151268	3581316	-6565776	-11070624	-20546784	-20973960	-12205872	28426032	95120028
49474	-878405	-699935	-819810	-886082	-299652	-786279	-564123	-926235	-570427	-719407	-833143	-1079422	-856218	-911507	-569887	-830269	-636864	-672225	-562453	-60238	-2504420	-1809431	-5567168	-16466508	-51101401	-154555523	-154370847	-154298884	-154203070	-154314994	-154406764	-154160752	-154507753	-154337160	-458652218	-1376971133	-343692	13712427	84531	-2565138	-1376852781	260475	-754821	-3694089	-6649062	-486755985	-177605292	-75374427	-42448740	-27586188	-11373804	-833292	-1150920	3584616	-6569472	-11075904	-20559372	-20986560	-12208392	28449144	95206536
49396	-876951	-698731	-818443	-884601	-299272	-784892	-563267	-924691	-569624	-718352	-831806	-1077742	-854884	-910086	-568952	-829036	-635921	-671070	-561588	-60148	-2500483	-1806526	-5558313	-16440302	-51019980	-154309388	-154124963	-154053048	-153957393	-154069225	-154160752	-153915216	-154261661	-154091273	-457921463	-1374777275	-343032	13687677	84438	-2561136	-1374659118	260139	-753603	-3689046	-6640863	-485990886	-177332715	-75264717	-42391446	-27552612	-11358792	-832452	-1149816	3577956	-6559356	-11058636	-20526888	-20953224	-12191508	28402092	95045400
49495	-878914	-700279	-820265	-886593	-300116	-786628	-564696	-926738	-571020	-720125	-833644	-1080275	-856889	-912302	-570169	-831022	-637448	-672569	-562897	-60278	-2506318	-1810552	-5570792	-16477317	-51134664	-154656833	-154471920	-154399787	-154303802	-154415939	-154507753	-154261661	-154609034	-154437923	-458951102	-1377868681	-343710	13718319	84657	-2566860	-1377750270	260856	-755277	-3697479	-6656154	-487085187	-177732705	-75435270	-42488007	-27615948	-11384508	-834600	-1152636	3585348	-6574056	-11082468	-20572476	-20999412	-12221532	28468656	95262372
49479	-877960	-699455	-819442	-885618	-299283	-785822	-563568	-925743	-570017	-718898	-832807	-1078867	-855742	-910784	-569660	-829724	-636388	-671852	-562192	-60250	-2502989	-1808718	-5564740	-16459139	-51078581	-154485802	-154301249	-154229395	-154133900	-154245772	-154337160	-154091273	-154437923	-154268144	-458448067	-1376357867	-343605	13700880	84489	-2563782	-1376239488	260280	-754569	-3693072	-6649077	-486550893	-177538131	-75352929	-42441924	-27585600	-11371860	-832164	-1150260	3583632	-6566292	-11072940	-20550012	-20977884	-12203316	28429056	95139576
147071	-2608990	-2078529	-2435271	-2631711	-888721	-2335350	-1674107	-2751040	-1693448	-2135796	-2474945	-3205809	-2542778	-2705829	-1693024	-2465153	-1890641	-1996512	-1670624	-179106	-7437513	-5375332	-16537250	-48912608	-151793596	-459093558	-458545361	-458332075	-458048814	-458381068	-458652218	-457921463	-458951102	-458448067	-1362400680	-4090213708	-1021494	40708770	250977	-7619010	-4089861771	773133	-2242695	-10974444	-19759353	-1445913396	-527600910	-223930422	-126126714	-81976212	-33794040	-2470176	-3416340	10652868	-19512540	-32909700	-61069608	-62343396	-36261108	84470400	282701988
441511	-7832658	-6240166	-7311166	-7900925	-2668406	-7011209	-5026313	-8259146	-5084323	-6412393	-7430240	-9624685	-7634174	-8123713	-5082689	-7401089	-5676240	-5993881	-5015683	-537708	-22329326	-16137829	-49648310	-146846058	-455716279	-1378296311	-1376650382	-1376009948	-1375159348	-1376156932	-1376971133	-1374777275	-1377868681	-1376357867	-4090213708	-12279683280	-3066606	122214126	753501	-22874112	-12278626698	2321322	-6733134	-32947599	-59321415	-4340935140	-1583967363	-672284718	-378657204	-246108252	-101455992	-7415784	-10256568	31981344	-58580496	-98800476	-183343332	-187167096	-108869868	253601568	848735172
37	-687	-595	-651	-702	-125	-681	-368	-739	-336	-439	-631	-751	-602	-621	-463	-534	-411	-555	-387	-38	-1776	-1359	-4130	-12196	-37962	-114583	-114498	-114492	-114435	-114449	-114564	-114344	-114570	-114535	-340498	-1022202	-350	12322	27	-1918	-1022112	110	-572	-2135	-3062	-353395	-123985	-48054	-23654	-12584	-6228	-296	-340	3396	-4740	-8296	-15440	-15948	-6780	21504	76968
-1423	27554	23886	25057	28292	7039	26349	16377	29352	14868	19094	25381	30628	24373	26930	18731	22930	18453	22650	15115	1218	72516	52973	164316	485764	1514056	4572925	4568753	4567597	4563998	4565337	4570809	4562559	4572773	4566960	13569590	40738042	12322	-554716	-1482	75916	40734853	-5363	20583	89628	128852	14124331	4978296	1949736	978272	540984	263508	33116	23724	-119408	198172	322504	620508	632856	238836	-888168	-3214404
-9	150	98	135	141	91	104	119	149	136	163	145	216	164	185	88	182	136	100	114	14	487	327	1016	3016	9307	28237	28185	28156	28135	28183	28177	28146	28219	28163	83659	251167	27	-1482	-36	451	251147	-81	130	919	1993	92068	35645	17020	10995	8292	2980	240	400	-392	1220	1984	3628	3636	3204	-4920	-14256
266	-4839	-3993	-4618	-4951	-1617	-4534	-3215	-5220	-3190	-3980	-4712	-5971	-4885	-5129	-3266	-4548	-3512	-3684	-3126	-322	-13839	-9962	-30778	-91266	-283021	-855859	-854845	-854439	-853905	-854499	-855046	-853712	-855620	-854594	-2539670	-7624704	-1918	75916	451	-14976	-7624074	1437	-4245	-20064	-34192	-2685745	-974017	-407823	-225342	-143272	-61232	-4176	-6548	20512	-37200	-64576	-117960	-120732	-72732	153576	528156
147157	-2610678	-2079900	-2436855	-2633428	-889396	-2336882	-1675307	-2752832	-1694634	-2137284	-2476538	-3207946	-2544510	-2707691	-1694087	-2466829	-1891928	-1997794	-1671747	-179218	-7442479	-5378809	-16548006	-48944477	-151892359	-459392613	-458844020	-458630557	-458347034	-458679532	-458950927	-458219706	-459250090	-458746496	-1363287257	-4092875566	-1022112	40734853	251147	-7624074	-4092523418	773697	-2244180	-10981510	-19771766	-1446852538	-527942339	-224074267	-126206847	-82027692	-33815416	-2471700	-3418576	10659568	-19525176	-32930688	-61109392	-62383812	-36286884	84527028	282888828
-26	442	295	417	443	272	348	374	446	407	503	445	670	516	563	275	534	405	322	358	40	1498	1003	3134	9289	28681	86998	86833	86750	86690	86813	86825	86713	86952	86760	257711	773774	110	-5363	-81	1437	773697	-258	421	2643	5519	281019	107209	49818	31258	22932	8424	708	1036	-1324	3740	5976	11112	11232	9468	-15420	-47088
79	-1419	-1146	-1361	-1441	-468	-1310	-915	-1518	-926	-1175	-1357	-1765	-1436	-1468	-910	-1337	-1004	-1069	-938	-108	-4080	-2968	-9080	-26862	-83253	-251845	-251546	-251436	-251287	-251471	-251607	-251201	-251759	-251523	-747565	-2244378	-572	20583	130	-4245	-2244180	421	-1308	-5900	-10600	-792085	-288244	-121695	-67975	-43680	-18028	-756	-1632	6180	-10476	-18408	-33636	-34500	-21804	45768	151884
418	-6685	-4787	-6107	-6640	-2958	-5323	-4598	-6834	-5041	-6309	-6528	-8918	-6847	-7419	-4315	-7118	-5462	-4887	-4669	-560	-20321	-14354	-44470	-131455	-407449	-1233173	-1231331	-1230461	-1229829	-1231219	-1231363	-1229682	-1232493	-1231024	-3658148	-10982533	-2135	89628	919	-20064	-10981510	2643	-5900	-35852	-73338	-3968357	-1502180	-686936	-424186	-305664	-115200	-10320	-14180	22212	-54124	-88636	-161504	-163908	-110484	216672	688752
798	-11596	-7308	-10355	-11264	-6060	-8059	-8169	-11392	-9625	-12102	-11406	-16497	-12194	-13275	-7182	-13469	-10195	-8158	-8701	-1175	-37051	-25937	-80285	-236746	-733166	-2220433	-2216620	-2214716	-2213842	-2217050	-2216354	-2213621	-2218718	-2216359	-6586451	-19773805	-3062	128852	1993	-34192	-19771766	5519	-10600	-73338	-163564	-7274106	-2833196	-1366083	-892955	-678820	-241576	-22036	-30676	31600	-97084	-154820	-279320	-282300	-212580	380940	1130112
52389	-918692	-724000	-855563	-925007	-321863	-812781	-592822	-965343	-605253	-763088	-873464	-1138300	-899273	-958389	-595110	-878646	-673501	-700027	-593539	-64593	-2635708	-1901122	-5851571	-17304882	-53696986	-162416370	-162217536	-162138320	-162040134	-162164390	-162251995	-161996962	-162361729	-162183631	-481971132	-1446978380	-353395	14124331	92068	-2685745	-1446852538	281019	-792085	-3968357	-7274106	-512705510	-187831863	-80406812	-45805837	-30184996	-12286444	-919484	-1270940	3683812	-6918428	-11631148	-21547364	-21984588	-12987360	29759268	99028764
19346	-332505	-257053	-308440	-333712	-122042	-288149	-216576	-347269	-224656	-283078	-317404	-417939	-327906	-350305	-214770	-324648	-248610	-251463	-218150	-24353	-964497	-693429	-2136003	-6315170	-19592036	-59266872	-59191286	-59160042	-59125560	-59175101	-59201764	-59110905	-59244235	-59179377	-175866970	-527989121	-123985	4978296	35645	-974017	-527942339	107209	-288244	-1502180	-2833196	-187831863	-69284952	-30088523	-17462124	-11760880	-4692148	-363960	-502848	1291140	-2534264	-4237668	-7826632	-7978068	-4838316	10778604	35511732
8420	-138643	-102552	-127512	-138143	-56047	-114589	-92196	-142843	-98871	-124444	-133490	-179789	-139019	-149267	-88899	-141525	-108121	-103074	-94075	-11064	-411964	-294092	-907329	-2681108	-8313983	-25157167	-25122277	-25106873	-25093449	-25118342	-25124809	-25088239	-25145090	-25117643	-74643474	-224094906	-48054	1949736	17020	-407823	-224074267	49818	-121695	-686936	-1366083	-80406812	-30088523	-13454390	-8094508	-5673428	-2181744	-179660	-248832	499716	-1083936	-1792128	-3288312	-3345120	-2147616	4502952	14498964
