-29	464	602	794	612	715	258	718	690	747	767	738	551	655	662	697	809	841	496	524	641	483	480	390	20	4231	3728	28659	199795	1403019	9817240	68724508	68723924	481067245	3367469438	23572287284	165006010771	1155042076953	1155042077341	1155042077397	1155042077425	1155042077212	1155042077120	1155042077398	1155042077282	1155042077141	1155042077317	1155042077150	5936	1155042077231	5138	3822	7336	5887	7581	165006012437	5446	4060	4963	4557	5936	23572288796	1645	2989	2254	4312	3766	3367472374	481068455	68724929	9821497	1403381	10129	204582	10150	10171	10171	10150	10115	32634	10150	10178	10178	10150	10136	51954	51842	244559	324086	251174	242256
641	-16227	-20815	-27312	-21749	-25831	-9970	-24074	-24743	-24777	-26480	-25780	-18736	-23648	-23635	-24827	-26938	-30179	-18592	-20984	-24058	-18719	-18026	-16053	-659	-158911	-139525	-1081400	-7529754	-52882319	-370024524	-2590320381	-2590298324	-18132084163	-126924534920	-888471794913	-6219302552280	-43535117928042	-43535117940863	-43535117941880	-43535117942844	-43535117935942	-43535117931583	-43535117943102	-43535117939619	-43535117934620	-43535117940658	-43535117935077	-220871	-43535117934588	-193480	-140560	-279629	-223468	-285551	-6219302615764	-207907	-146230	-188678	-169813	-221025	-888471847907	-56665	-110593	-84987	-155533	-135345	-126924644504	-18132125494	-2590336287	-370189603	-52895780	-385819	-7715932	-386337	-387198	-387548	-387016	-386050	-1227562	-386344	-387289	-387569	-387030	-386001	-1966909	-1962940	-9484342	-12585846	-9744630	-9390262
483	-12745	-16441	-21432	-17192	-20451	-7663	-19087	-19428	-19551	-20900	-20281	-14667	-18546	-18692	-19503	-21170	-23771	-14530	-16459	-18719	-14802	-14139	-12602	-515	-124156	-108978	-846039	-5889552	-41363787	-289427295	-2026107874	-2026090519	-14182630566	-99278370725	-694948635019	-4864640435354	-34052483096937	-34052483106875	-34052483107649	-34052483108435	-34052483103061	-34052483099550	-34052483108753	-34052483106010	-34052483102014	-34052483106716	-34052483102314	-172648	-34052483101917	-151459	-110173	-219156	-175511	-223202	-4864640485803	-163310	-114100	-147924	-133672	-172788	-694948676912	-44443	-86506	-66612	-121408	-105420	-99278457264	-14182663089	-2026120537	-289557114	-41374459	-302470	-6036156	-302883	-303576	-303814	-303408	-302680	-959924	-302897	-303597	-303814	-303401	-302638	-1540770	-1537669	-7447118	-9876587	-7643608	-7361074
480	-12360	-15851	-20738	-16569	-19625	-7402	-18547	-18837	-18915	-20143	-19647	-14282	-17802	-17980	-18766	-20541	-22912	-14022	-15701	-18026	-14139	-13778	-12021	-510	-119928	-105420	-817158	-5689766	-39959692	-279602942	-1957333147	-1957316570	-13701211739	-95908441406	-671359127792	-4699513886337	-32896597251523	-32896597261252	-32896597262027	-32896597262802	-32896597257439	-32896597254211	-32896597262852	-32896597260242	-32896597256451	-32896597261070	-32896597256808	-166607	-32896597256586	-145530	-106092	-210749	-169673	-215635	-4699513934605	-157150	-110754	-142828	-129556	-166719	-671359169159	-43946	-84385	-64603	-118454	-101892	-95908525377	-13701244263	-1957345369	-279728036	-39969923	-291403	-5830426	-291886	-292488	-292740	-292285	-291585	-927500	-291872	-292579	-292726	-292320	-291627	-1483909	-1480878	-7153559	-9493799	-7342111	-7073493
390	-10541	-13395	-17644	-14332	-16907	-6911	-15292	-16340	-15838	-17269	-16787	-12097	-15733	-15585	-16368	-17092	-20033	-12467	-14367	-16053	-12602	-12021	-11256	-438	-106392	-93163	-724448	-5042281	-35413718	-247793217	-1734653503	-1734638700	-12142469712	-84997250028	-594980785074	-4164865487000	-29154058450299	-29154058458502	-29154058459008	-29154058459407	-29154058455236	-29154058452232	-29154058460081	-29154058458135	-29154058454795	-29154058458703	-29154058454992	-146853	-29154058453842	-129647	-92778	-188433	-150206	-191478	-4164865528656	-140035	-95655	-127281	-112896	-146951	-594980819104	-36400	-73717	-57806	-101822	-88515	-84997322746	-12142495659	-1734663994	-247905070	-35422898	-259476	-5168100	-259609	-260253	-260540	-260295	-259665	-821422	-259651	-260267	-260575	-260281	-259490	-1319094	-1316385	-6413169	-8526000	-6597017	-6354614
20	-513	-673	-824	-635	-759	-297	-717	-719	-758	-796	-795	-591	-697	-691	-693	-792	-895	-539	-556	-659	-515	-510	-438	-36	-4466	-3958	-30596	-213235	-1497357	-10477367	-73345649	-73345050	-513415180	-3593904834	-25157335150	-176101345883	-1232709422779	-1232709423209	-1232709423251	-1232709423282	-1232709423046	-1232709422979	-1232709423199	-1232709423101	-1232709422968	-1232709423164	-1232709422970	-6265	-1232709423071	-5488	-4032	-7854	-6398	-8050	-176101347597	-5901	-4249	-5425	-4942	-6265	-25157336764	-1792	-3276	-2548	-4543	-3899	-3593907989	-513416407	-73346126	-10481933	-1497790	-10780	-218351	-10815	-10843	-10843	-10815	-10794	-34769	-10815	-10836	-10836	-10815	-10815	-55482	-55272	-259357	-345107	-266168	-256270
4231	-107771	-138096	-180989	-144535	-171351	-65908	-160107	-164204	-164532	-175794	-171200	-124413	-156663	-157038	-164453	-178517	-200429	-123280	-138835	-158911	-124156	-119928	-106392	-4466	-1053356	-924952	-7170687	-49928241	-350651226	-2453551706	-17175848855	-17175702819	-120229889907	-841608869731	-5891262422456	-41238836879907	-288671858571543	-288671858656396	-288671858663074	-288671858669390	-288671858623466	-288671858594916	-288671858671042	-288671858648358	-288671858615108	-288671858655224	-288671858617931	-1462776	-288671858614699	-1281007	-931056	-1853061	-1484602	-1892716	-41238837301172	-1379483	-969052	-1252552	-1129569	-1463777	-5891262777316	-378574	-735784	-565607	-1032682	-894950	-841609599369	-120230167057	-17175954985	-2454647783	-350741027	-2558150	-51162818	-2561629	-2567271	-2569588	-2565976	-2559704	-8138872	-2561643	-2567887	-2569623	-2566123	-2559571	-13035337	-13008520	-62867441	-83437445	-64569309	-62212409
3728	-94927	-121713	-159291	-126900	-150780	-57832	-141027	-144388	-144908	-154637	-150668	-109535	-137609	-138031	-144376	-157174	-176169	-108268	-121614	-139525	-108978	-105420	-93163	-3958	-924952	-812632	-6298695	-43857860	-308017267	-2155237144	-15087526146	-15087398077	-105611759287	-739281999949	-5174974292654	-36224819981613	-253573740232906	-253573740307898	-253573740313877	-253573740319568	-253573740278871	-253573740253973	-253573740320305	-253573740300223	-253573740271078	-253573740306474	-253573740273683	-1285333	-253573740271691	-1124984	-818447	-1626842	-1304310	-1662388	-36224820351748	-1211308	-852530	-1100085	-993244	-1286194	-5174974605542	-333942	-646996	-496846	-908691	-787066	-739282641790	-105612003756	-15087619512	-2156199262	-308096117	-2246069	-44941470	-2249366	-2254301	-2256282	-2252999	-2247497	-7149436	-2249366	-2254826	-2256275	-2253146	-2247476	-11447877	-11424154	-55165082	-73211635	-56653506	-54585902
28659	-734805	-942192	-1232886	-983704	-1168666	-448652	-1091362	-1118841	-1121217	-1197887	-1166699	-847423	-1066698	-1069965	-1118847	-1215592	-1365763	-839506	-944520	-1081400	-846039	-817158	-724448	-30596	-7170687	-6298695	-48836852	-340036994	-2388116073	-16709954093	-116976401110	-116975407360	-818827647982	-5731791083074	-40122539859740	-280857778494394	-1966004452267778	-1966004452847356	-1966004452892960	-1966004452936396	-1966004452622740	-1966004452428578	-1966004452944667	-1966004452790070	-1966004452563777	-1966004452837523	-1966004452583482	-9962295	-1966004452564684	-8724457	-6342644	-12620818	-10117135	-12889751	-280857781364797	-9397892	-6600517	-8533707	-7700483	-9969106	-40122542280646	-2582559	-5013757	-3854984	-7034762	-6093752	-5731796059388	-818829536497	-116977125153	-16717421049	-2388728419	-17422524	-348447799	-17447318	-17485951	-17501302	-17476389	-17433871	-55427617	-17447500	-17489612	-17501316	-17477334	-17433017	-88784465	-88600771	-428111530	-568181362	-439661369	-423587997
199795	-5117703	-6561923	-8586795	-6849642	-8137498	-3124099	-7600923	-7791045	-7809133	-8341915	-8125188	-5902566	-7427668	-7450135	-7790803	-8466936	-9510177	-5845831	-6574726	-7529754	-5889552	-5689766	-5042281	-213235	-49928241	-43857860	-340036994	-2367597006	-16627874642	-116347378362	-814478446841	-814471528433	-5701299273958	-39909077851457	-279363560814635	-1955544922063160	-13688814473979719	-13688814478017383	-13688814478335704	-13688814478638579	-13688814476452784	-13688814475102386	-13688814478693259	-13688814477615942	-13688814476040892	-13688814477947685	-13688814476178503	-69369153	-13688814476051183	-60745769	-44166108	-87869922	-70440552	-89748981	-1955544942045023	-65430785	-45967740	-59416119	-53618089	-69416354	-279363577675581	-17989734	-34914131	-26841612	-48992342	-42438480	-39909112498612	-5701312429701	-814483487538	-116399359629	-16632138089	-121301418	-2426148018	-121474773	-121743496	-121850302	-121676352	-121380196	-385932680	-121475949	-121769396	-121850421	-121683163	-121374953	-618172807	-616892850	-2980403538	-3955540778	-3060816752	-2948944215
1403019	-35941207	-46084068	-60304569	-48105850	-57150376	-21940565	-53380985	-54716966	-54842933	-58585428	-57063014	-41452981	-52165077	-52323073	-54715750	-59462611	-66790553	-41055392	-46176398	-52882319	-41363787	-39959692	-35413718	-1497357	-350651226	-308017267	-2388116073	-16627874642	-116779264252	-817119530820	-5720165391176	-5720116801713	-40040807609413	-280285533399494	-1961998845149922	-13733991890483414	-96137943370604473	-96137943398959648	-96137943401194658	-96137943403321563	-96137943387971874	-96137943378486588	-96137943403708014	-96137943396142317	-96137943385080158	-96137943398471177	-96137943386046326	-487184299	-96137943385149267	-426624303	-310180591	-617123563	-494711854	-630315882	-13733992030821832	-459529707	-322829437	-417286044	-376563117	-487515966	-1961998963562050	-126337232	-245201453	-188509930	-344070510	-298044131	-280285776730596	-40040899998820	-5720200792894	-817484607212	-116809206633	-851917850	-17039092854	-853134779	-855022175	-855772400	-854551082	-852471193	-2710442861	-853143060	-855203839	-855773226	-854598745	-852433848	-4341499617	-4332511449	-20932011002	-27780594786	-21496770890	-20711051676
