-71	388	350	398	-1232	1600	1231	1864	1218	1520	1691	2199	1784	1936	1151	1715	1324	1335	112	-3240	-4900	-6417	-19002	-53643	-156813	-472225	-472631	-472811	-473044	-472802	-472573	-473053	-472301	-473339	-1424655	-4275580	725	-2032	10559	5504	-1415744	10161	2261	26854	19243	-386732	-74006	33218	71254	71132	-380	7924	-5432	-8744	-9196	58968	31656	50484	131808	42432	233280
187	-2364	-2250	-2259	6341	-8392	-6528	-9979	-6566	-8257	-9022	-11883	-9628	-10339	-6019	-9341	-7120	-7011	-678	16779	24882	32971	97459	274864	802569	2416652	2418862	2419845	2421069	2419619	2418612	2421169	2417190	2422651	7292874	21887264	-3457	10559	-57234	-30065	7244447	-55125	-14222	-138999	-109944	1946343	346256	-203117	-398192	-386592	-6860	-41772	27812	47076	46912	-309944	-164132	-265356	-698748	-220380	-1226916
55	-1257	-1202	-1224	3285	-4300	-3424	-5202	-3460	-4315	-4735	-6178	-5017	-5441	-3190	-4915	-3784	-3583	-354	8680	12830	17048	50319	141713	413765	1245986	1247147	1247695	1248328	1247514	1247061	1248325	1246295	1249148	3760487	11285971	-1725	5504	-30065	-16374	3734957	-28992	-7810	-73480	-58987	996265	171338	-111885	-212630	-204512	-4360	-21128	14452	24872	25060	-158960	-83652	-135648	-363708	-109632	-628632
-97461	241633	178351	248565	-936384	1193624	849274	1321824	792750	994323	1167887	1462191	1246420	1321737	806465	1113814	859380	917747	70782	-2405129	-3854991	-4866281	-14546479	-41113188	-120653382	-363354981	-363599887	-363703524	-363884652	-363758248	-363545765	-363887240	-363379858	-364049703	-1095125722	-3286506582	647723	-1415744	7244447	3734957	-1089042114	6999898	1130602	20204934	12401604	-304240283	-63488011	18705740	47815606	49823692	-1876972	5361132	-3837100	-5781548	-6988464	42625568	23809332	36107052	91580196	31585752	168971328
152	-2311	-2188	-2196	6140	-8148	-6273	-9682	-6295	-7917	-8722	-11429	-9276	-9961	-5832	-8989	-6851	-6789	-652	16215	24076	31835	94168	265585	775462	2335131	2337228	2338157	2339342	2337967	2336978	2339454	2335641	2340836	7046523	21147916	-3417	10161	-55125	-28992	6999898	-53148	-13590	-133567	-104871	1884997	338931	-191902	-380384	-370492	-5728	-39860	27136	45672	45780	-300112	-159552	-257016	-675312	-213072	-1187676
-162	-709	-902	-639	1019	-1415	-1528	-2088	-1785	-2247	-2006	-2996	-2251	-2463	-1179	-2534	-1862	-1429	-232	2969	3428	5473	15587	43527	125392	377024	377734	378092	378304	377672	377798	378297	377338	378830	1142939	3430756	101	2261	-14222	-7810	1130602	-13590	-6400	-25980	-36120	248697	-568	-87478	-118714	-99148	-14860	-10304	4280	11104	6400	-59276	-25716	-51264	-151884	-37968	-237096
2591	-3682	-2805	-4262	17116	-20277	-16375	-23128	-16019	-19856	-21226	-27595	-23678	-25051	-14268	-21513	-16757	-15616	-1435	44260	70933	90752	269834	762135	2239240	6740858	6746335	6749051	6752505	6748943	6745981	6751512	6741849	6756054	20322996	60989775	-9745	26854	-138999	-73480	20204934	-133567	-25980	-413006	-284779	5469861	1001615	-521802	-1062026	-1044984	7204	-108196	60876	101084	119984	-754296	-403888	-630972	-1657152	-549456	-2983428
1204	-3397	-3971	-3558	10492	-12198	-12410	-15852	-13579	-16925	-15328	-22118	-18050	-19090	-9289	-18104	-13618	-10449	-1522	28470	41294	57213	167144	470263	1375488	4136927	4142249	4145057	4147256	4142866	4142684	4146308	4138763	4150860	12496525	37504916	-2244	19243	-109944	-58987	12401604	-104871	-36120	-284779	-280028	3045705	304346	-635198	-970028	-859276	-69908	-87660	31708	73920	63216	-497436	-234180	-415524	-1178556	-347832	-1983960
-26059	66722	45066	68077	-262356	338891	229450	368571	208256	261673	321424	393652	337487	358189	225883	296112	229517	257876	17729	-669555	-1084368	-1354352	-4059813	-11480900	-33701251	-101510684	-101571552	-101595492	-101645823	-101619351	-101553086	-101649877	-101513039	-101686808	-305866777	-917909206	196798	-386732	1946343	996265	-304240283	1884997	248697	5469861	3045705	-86268300	-19011766	3942763	12065982	13032352	-799520	1418240	-1115976	-1602792	-2007144	11912864	6786364	10116480	25274556	8880828	47166156
-4393	13593	5990	13263	-55439	75381	41778	76815	33179	42095	63734	70947	62260	66265	47995	50214	39800	55422	2121	-138143	-232152	-278719	-844222	-2392596	-7028317	-21184473	-21191265	-21192261	-21202420	-21203879	-21184696	-21206149	-21181420	-21207025	-63770471	-191371066	53724	-74006	346256	171338	-63488011	338931	-568	1001615	304346	-19011766	-4978968	-193839	1494432	2017400	-384936	233476	-270360	-327512	-464740	2501064	1529300	2145048	5056116	1904700	9856692
2709	-5045	-7920	-5770	15322	-15107	-22546	-23563	-26994	-33407	-24984	-40199	-32265	-33993	-13268	-34465	-25537	-14399	-3280	43757	58612	88752	253888	711026	2077572	6238945	6250765	6257603	6261092	6249997	6253204	6257722	6243974	6269073	18884512	56679578	4847	33218	-203117	-111885	18705740	-191902	-87478	-521802	-635198	3942763	-193839	-1613474	-2122680	-1748748	-245400	-172432	21988	113208	64588	-731020	-274824	-595068	-1895424	-486672	-2950560
2612	-5816	-6432	-6261	20192	-23560	-22691	-29561	-24183	-30113	-28217	-39813	-32888	-34793	-17488	-32271	-24368	-19557	-2601	54095	80775	109461	321425	905106	2651284	7975646	7984867	7989689	7993850	7986576	7985366	7992219	7978520	8000082	24079109	72265548	-6194	35627	-199096	-106315	23907803	-190192	-59357	-531013	-485014	6032991	747216	-1061340	-1705137	-1543556	-98828	-158216	62632	134694	126000	-937764	-456518	-782532	-2179926	-666462	-3743874
1277	-2934	-2902	-3124	10585	-12744	-11120	-15307	-11415	-14232	-14259	-19393	-16160	-17120	-9171	-15443	-11741	-10308	-1166	27964	42765	56577	167098	471118	1380835	4155454	4159582	4161650	4163780	4160788	4159545	4163225	4156537	4166578	12538496	37629588	-4645	17783	-96648	-51128	12455923	-92623	-24787	-261246	-214819	3258088	504350	-437187	-771778	-724268	-26451	-75321	36571	68895	70610	-488239	-249502	-409566	-1106610	-351807	-1944441
-14	15	-291	18	-446	711	-98	418	-397	-501	182	-281	-109	-100	381	-426	-195	401	-99	-885	-2109	-1822	-5990	-17400	-51632	-156548	-156246	-156037	-156119	-156519	-156068	-156222	-156313	-155886	-467381	-1402159	1150	-95	-1715	-1090	-469243	-1432	-3715	1801	-17477	-199880	-96234	-61350	-49414	-26451	-18056	-2293	-4204	-1658	-6335	15890	16105	14760	16947	12609	53208
127	-306	-304	-347	1138	-1411	-1232	-1674	-1260	-1578	-1555	-2165	-1744	-1883	-1004	-1716	-1306	-1214	-119	3049	4555	6106	17980	50775	148540	446976	447435	447655	447892	447598	447406	447846	447072	448229	1349184	4049063	-516	1981	-10443	-5282	1340283	-9965	-2576	-27049	-21915	354560	58369	-43108	-79108	-75321	-2293	-8692	4292	7803	7361	-54520	-27819	-46512	-123537	-40281	-216234
90	469	379	381	-894	1377	792	1543	739	943	1337	1581	1254	1334	990	1158	918	1158	72	-2323	-3395	-4350	-12913	-36554	-106042	-319951	-320144	-320183	-320324	-320259	-320035	-320459	-319979	-320476	-964938	-2896007	772	-1358	6953	3613	-959275	6784	1070	15219	7927	-278994	-67590	5497	31316	36571	-4204	4292	-5780	-7654	-8341	46457	27003	40926	100755	32280	179586
157	686	607	626	-1321	1936	1345	2315	1335	1680	2017	2571	2008	2214	1407	2018	1581	1704	132	-3520	-4941	-6617	-19515	-55120	-159959	-482000	-482405	-482558	-482839	-482595	-482307	-482919	-482086	-483131	-1455286	-4367659	881	-2186	11769	6218	-1445387	11418	2776	25271	18480	-400698	-81878	28302	67347	68895	-1658	7803	-7654	-11968	-11100	69453	38041	61341	157104	46812	267192
-27	593	456	498	-1581	2196	1319	2426	1210	1532	2134	2476	2064	2180	1571	1822	1437	1721	117	-4007	-6281	-7830	-23422	-66187	-193308	-582985	-583307	-583402	-583633	-583504	-583163	-583796	-583035	-583867	-1756720	-5272176	1316	-2299	11728	6265	-1747116	11445	1600	29996	15804	-501786	-116185	16147	63000	70610	-6335	7361	-8341	-11100	-14002	74915	43516	64080	160176	53226	295983
134	-3618	-3089	-3268	9458	-13080	-8854	-14853	-8474	-10766	-13056	-16384	-13384	-14252	-9059	-12448	-9569	-10698	-849	24614	37307	48074	143023	404182	1179903	3555004	3557584	3558518	3560238	3558908	3556851	3560859	3555443	3562094	10720975	32175264	-6662	14742	-77486	-39740	10656392	-75028	-14819	-188574	-124359	2978216	625266	-182755	-468882	-488239	15890	-54520	46457	69453	74915	-464276	-259002	-400680	-1011207	-335397	-1825380
71	-2031	-1637	-1778	5309	-7480	-4683	-8280	-4315	-5513	-7164	-8681	-7208	-7602	-5072	-6458	-4975	-5964	-428	13652	21112	26699	79776	225583	658931	1985936	1987154	1987517	1988436	1987938	1986647	1988914	1986075	1989298	5986236	17965457	-4181	7914	-41033	-20913	5952333	-39888	-6429	-100972	-58545	1696591	382325	-68706	-228259	-249502	16105	-27819	27003	38041	43516	-259002	-148758	-223698	-552813	-188865	-1017135
-23	-1082	-919	-984	2681	-3762	-2537	-4289	-2427	-3085	-3747	-4716	-3820	-4096	-2603	-3594	-2772	-3121	-240	7005	10496	13594	40407	114219	333129	1003696	1004430	1004690	1005200	1004827	1004211	1005378	1003812	1005728	3027371	9085608	-1904	4207	-22113	-11304	3008921	-21418	-4272	-52581	-34627	843040	178754	-49589	-130422	-136522	4920	-15504	13642	20447	21360	-133560	-74566	-115990	-291775	-95845	-522285
-49	-2724	-2412	-2535	6780	-9357	-6689	-10888	-6541	-8262	-9658	-12359	-9936	-10741	-6651	-9558	-7372	-7860	-647	17840	26412	34639	102631	289799	845033	2545615	2547680	2548503	2549803	2548617	2547240	2550122	2546018	2551305	7680558	23050707	-4385	10984	-58229	-30309	7631683	-56276	-12657	-138096	-98213	2106213	421343	-157952	-363321	-368870	5649	-41179	33585	52368	53392	-337069	-184271	-291775	-749696	-238933	-1322622
138	-782	-668	-696	2309	-3181	-2108	-3511	-1977	-2533	-3082	-3858	-3204	-3351	-2128	-2879	-2172	-2534	-200	5977	9277	11815	35255	99677	291483	878184	878788	878989	879378	879115	878582	879561	878265	879822	2647369	7945087	-1675	3536	-18365	-9136	2632146	-17756	-3164	-45788	-28986	740069	158725	-40556	-111077	-117269	4203	-13427	10760	15604	17742	-111799	-62955	-95845	-238933	-84162	-444249
