-11009	-18715	-26705	-16787	-27748	-1130	-67458	-67433	-68294	-70767	-69526	-58348	-65341	-65969	-67408	-71433	-76150	-57038	-60252	-64943	-57264	-56228	-52887	-30246	-423442	-394197	-2921684	-20388902	-142986604	-1000674874	-7004951763	-7004940118	-49034541801	-343241716964	-2402692106079	-16818844716780	-117731913112955	-117731913133005	-117731913134717	-117731913136382	-117731913125378	-117731913118987	-117731913136188	-117731913130666	-117731913122890	-117731913132338	-117731913123377	-337176	-16818844823179	-295323	-215544	-426615	-342874	-435274	-2402692178600	-318332	-224203	-289184	-262150	-337372	-343241879477	-88949	-170345	-131124	-239029	-206780	-49034638373	-7004975600	-1000927396	-143008362	-20675004	-588686	-3143182	-589729	-591066	-591402	-590450	-589036	-777980	-589750	-591080	-591374	-590436	-589288	-3002741	-2996056	-14433881	-19150376	-14812455	-14264341
-10779	-18438	-26184	-16437	-27181	-1125	-66545	-66469	-67285	-69637	-68519	-57590	-64224	-64884	-66298	-70431	-74918	-56157	-59121	-63877	-56228	-55494	-51933	-29873	-416976	-388381	-2876927	-20078102	-140805411	-985410843	-6898099254	-6898088288	-48286577954	-338005972374	-2366041892007	-16562293219704	-115936052631303	-115936052651144	-115936052652857	-115936052654511	-115936052643518	-115936052637410	-115936052654049	-115936052648660	-115936052641089	-115936052650454	-115936052641633	-331135	-16562293324066	-289394	-211463	-418208	-337036	-427707	-2366041963950	-312172	-220857	-284088	-258034	-331303	-338006132450	-88452	-168224	-129115	-236075	-203252	-48286674380	-6898122686	-985658632	-140826728	-20358142	-577619	-3094952	-578732	-579978	-580328	-579327	-577941	-764666	-578725	-580062	-580286	-579355	-578277	-2945880	-2939265	-14140322	-18767588	-14510958	-13976760
-10145	-16642	-24594	-15436	-25324	-1053	-61486	-62168	-62404	-64959	-63855	-53601	-60351	-60685	-62096	-65178	-70235	-52798	-55983	-60100	-52887	-51933	-49364	-27920	-391722	-364418	-2702474	-18858108	-132251912	-925548493	-6479051244	-6479040187	-45353247019	-317472658210	-2222308688600	-15556160797245	-108893125667297	-108893125685612	-108893125687056	-108893125688334	-108893125678533	-108893125672649	-108893125688496	-108893125683771	-108893125676651	-108893125685305	-108893125677035	-311381	-15556160893294	-273511	-198149	-395892	-317569	-403550	-2222308754393	-295057	-205758	-268541	-241374	-311535	-317472807463	-80906	-157556	-122318	-219443	-189875	-45353334159	-6479072936	-925782991	-132272140	-19123615	-545692	-2906932	-546455	-547743	-548128	-547337	-546021	-720412	-546504	-547750	-548135	-547316	-546140	-2781065	-2774772	-13399932	-17799789	-13765864	-13257881
-5607	-10214	-13978	-8898	-14519	-647	-36521	-36123	-36923	-38077	-37426	-31545	-34839	-35324	-36006	-38556	-40744	-30320	-31647	-34277	-30246	-29873	-27920	-16438	-223676	-208758	-1543994	-10777338	-75576680	-528918099	-3702543625	-3702538363	-25917746522	-181424187789	-1269969359222	-8889785501405	-62228498559015	-62228498569796	-62228498570826	-62228498571764	-62228498565759	-62228498562701	-62228498571164	-62228498568183	-62228498564182	-62228498569233	-62228498564414	-174755	-8889785556988	-152705	-111923	-220122	-177576	-225176	-1269969397249	-164430	-117068	-149856	-136353	-174811	-181424272057	-47341	-89019	-68432	-125020	-107786	-25917798284	-3702556032	-529047946	-75588121	-10924074	-303688	-1659343	-304367	-305046	-305144	-304563	-303821	-406791	-304388	-305060	-305137	-304570	-304143	-1551725	-1547959	-7409045	-9834104	-7602693	-7321776
-82334	-137824	-198033	-124070	-205903	-8348	-497043	-498752	-503880	-522066	-513566	-431493	-483507	-486792	-498299	-527663	-562703	-423010	-446527	-482383	-423442	-416976	-391722	-223676	-3145700	-2927612	-21694374	-151400967	-1061769758	-7430667656	-52016366939	-52016282201	-364113680158	-2548795203857	-17841567074497	-124890969334447	-874236786045171	-874236786194710	-874236786207568	-874236786219512	-874236786137558	-874236786090660	-874236786217564	-874236786176994	-874236786119738	-874236786190160	-874236786123953	-2511306	-124890970120063	-2197237	-1602594	-3173793	-2550058	-3243772	-17841567612554	-2366063	-1671460	-2151688	-1947687	-2512643	-2548796409544	-662620	-1269898	-976199	-1782802	-1541666	-364114401189	-52016542669	-7432544623	-1061930639	-153525323	-4380278	-23345714	-4387831	-4397547	-4400452	-4393354	-4382630	-5780194	-4387971	-4398247	-4400445	-4393543	-4384429	-22345687	-22296274	-107321711	-142442069	-110185467	-106143065
-76275	-128928	-183994	-115392	-191694	-7846	-463827	-464853	-470148	-486828	-478971	-402546	-450391	-453707	-464110	-492192	-524336	-393908	-415223	-448902	-394197	-388381	-364418	-208758	-2927612	-2725724	-20194058	-140933639	-988357384	-6916904477	-48419903156	-48419825854	-338938503463	-2372569008175	-16607983658437	-116255885434769	-813791198698180	-813791198837885	-813791198850015	-813791198861335	-813791198784615	-813791198741387	-813791198858427	-813791198820471	-813791198767330	-813791198833036	-813791198771320	-2333667	-116255886166784	-2041095	-1489908	-2947357	-2369626	-3013122	-16607984159431	-2197776	-1554784	-1999088	-1811292	-2334864	-2372570129349	-617932	-1180998	-907361	-1658650	-1433670	-338939176688	-48420066800	-6918647204	-988507044	-142905553	-4067861	-21729134	-4075260	-4084276	-4086845	-4080069	-4070129	-5374866	-4075358	-4084843	-4086754	-4080230	-4072012	-20756701	-20710340	-99611463	-132205087	-102260893	-98507542
-566278	-951464	-1363995	-854687	-1420580	-57835	-3429559	-3441202	-3476720	-3602242	-3543771	-2977216	-3335439	-3358732	-3436200	-3639567	-3882435	-2918157	-3079254	-3326512	-2921684	-2876927	-2702474	-1543994	-21694374	-20194058	-149643324	-1044330183	-7323844218	-51255046923	-358797002571	-358796422181	-2511572915505	-17581006564796	-123067050420189	-861469351649372	-6030285466402246	-6030285467435167	-6030285467523811	-6030285467606473	-6030285467040611	-6030285466717925	-6030285467589641	-6030285467310037	-6030285466915544	-6030285467401666	-6030285466944921	-17312197	-861469357071659	-15147811	-11049773	-21880124	-17586303	-22360730	-123067054131686	-16314627	-11523183	-14837151	-13435016	-17321360	-17581014881920	-4572526	-8757448	-6733447	-12291699	-10626455	-2511577891396	-358798215804	-51267988520	-7324954490	-1058976492	-30196488	-161025410	-30249765	-30317042	-30336621	-30287320	-30213680	-39861626	-30250675	-30321060	-30336110	-30288405	-30226035	-154053984	-153711628	-739779411	-981865381	-759478391	-731585876
-3951362	-6643044	-9518611	-5965003	-9913983	-403880	-23938970	-24017520	-24268010	-25142479	-24734829	-20781483	-23278554	-23441520	-23982116	-25405132	-27096415	-20366184	-21487285	-23215016	-20388902	-20078102	-18858108	-10777338	-151400967	-140933639	-1044330183	-7288190910	-51111752886	-357699506373	-2503977994055	-2503973950298	-17527803401255	-122694597002752	-858862210180048	-6012035462247215	-42084248269617491	-42084248276828235	-42084248277447918	-42084248278025611	-42084248274074330	-42084248271824475	-42084248277904086	-42084248275951514	-42084248273199286	-42084248276592520	-42084248273404645	-120806511	-6012035500087302	-105698103	-77108927	-152668467	-122712205	-156029307	-858862236082634	-113835799	-80419549	-103529251	-93751420	-120870176	-122694655037605	-31917690	-61114172	-46985736	-85783747	-74160877	-17527838139021	-2503986459779	-357789799920	-51119500495	-7390376273	-210696633	-1123760232	-211069635	-211538768	-211675030	-211330280	-210816312	-278162444	-211075893	-211567146	-211671453	-211338057	-210903728	-1074946243	-1072555904	-5161501191	-6850552065	-5298934235	-5104348326
-27712649	-46583715	-66754894	-41832107	-69527474	-2831862	-167874637	-168429570	-170182366	-176316646	-173457777	-145732774	-163248570	-164390070	-168182229	-178157255	-190021422	-142825229	-150691638	-162806431	-142986604	-140805411	-132251912	-75576680	-1061769758	-988357384	-7323844218	-51111752886	-358444453092	-2508530715247	-17560286243137	-17560257875486	-122921705203689	-860451748413608	-6023162457440007	-42162137138866655	-295134960209726120	-295134960260292653	-295134960264637181	-295134960268687806	-295134960240979819	-295134960225198387	-295134960267840834	-295134960254148399	-295134960234846062	-295134960258642073	-295134960236286457	-847242424	-42162137404242338	-741287701	-540778196	-1070709129	-860610002	-1094273782	-6023162639095168	-798361648	-563989846	-726075084	-657493830	-847689339	-860452155425044	-223832035	-428600025	-329517496	-601607930	-520098838	-122921948808533	-17560345614511	-2509163976977	-358498787045	-51828419146	-1477678475	-7880899579	-1480292926	-1483583178	-1484539581	-1482122677	-1478518118	-1950783660	-1480336781	-1483782188	-1484514535	-1482177102	-1479129393	-7538883716	-7522122937	-36199550709	-48045482548	-37163445291	-35798737667
-193942121	-326014345	-467175396	-292757582	-486579298	-19818892	-1174858533	-1178738116	-1191008701	-1233937298	-1213929645	-1019899625	-1142478557	-1150468448	-1177006642	-1246819869	-1329846595	-999547151	-1054595689	-1139381106	-1000674874	-985410843	-925548493	-528918099	-7430667656	-6916904477	-51255046923	-357699506373	-2508530715247	-17555652785284	-122893567195648	-122893368675217	-860252881403479	-6021768854062610	-42152383507884283	-295066684112800208	-2065466790452824695	-2065466790806710452	-2065466790837116321	-2065466790865464969	-2065466790671552012	-2065466790561110052	-2065466790859533164	-2065466790763707003	-2065466790628622671	-2065466790795156683	-2065466790638702843	-5929299243	-295066685969997690	-5187788473	-3784559436	-7493186974	-6022845885	-7658103908	-42152384779174103	-5587208543	-3947006945	-5081324640	-4601375254	-5932426619	-6021771702469194	-1566465509	-2999497025	-2306080616	-4210271758	-3639841359	-860254586249961	-122893982697745	-17560084559031	-2508910964882	-362714971892	-10341295237	-55153519106	-10359593391	-10382619709	-10389312150	-10372397091	-10347171100	-13652290855	-10359900397	-10384012352	-10389136877	-10372777989	-10351450536	-52759702821	-52642402358	-253336403222	-336238134652	-260082030019	-250531354220
